TargetKey,TargetMonth,StoreKey,Category,RevenueTarget,ProfitTarget,UnitsTarget
6366,2025-12-01,101,Sports & Lifestyle,32047.48,5008.59,20
6367,2025-12-01,102,Electronics,33551.66,6058.19,22
6368,2025-12-01,102,Home & Kitchen,25087.0,6177.59,20
6369,2025-12-01,102,Fashion,33272.33,9595.12,20
6370,2025-12-01,102,Beauty & Personal Care,22176.1,3985.83,20
6371,2025-12-01,102,Grocery & FMCG,25006.52,5090.52,20
6372,2025-12-01,102,Sports & Lifestyle,14099.83,3586.23,20
6373,2025-12-01,103,Electronics,79935.3,18166.36,78
6374,2025-12-01,103,Home & Kitchen,62860.09,16781.19,33
6375,2025-12-01,103,Fashion,65879.78,10140.12,38
6376,2025-12-01,103,Beauty & Personal Care,61728.95,15205.59,60
6377,2025-12-01,103,Grocery & FMCG,58128.73,10587.33,32
6378,2025-12-01,103,Sports & Lifestyle,30024.97,7782.07,20
6379,2025-12-01,104,Electronics,70866.33,19869.47,50
6380,2025-12-01,104,Home & Kitchen,74262.78,21280.26,32
6381,2025-12-01,104,Fashion,88873.64,19119.41,41
6382,2025-12-01,104,Beauty & Personal Care,60800.93,9180.47,34
6383,2025-12-01,104,Grocery & FMCG,43482.74,7766.42,24
6384,2025-12-01,104,Sports & Lifestyle,40825.87,6420.93,29
6385,2025-12-01,105,Electronics,22645.49,4393.9,20
6386,2025-12-01,105,Home & Kitchen,24827.08,5591.28,20
6387,2025-12-01,105,Fashion,22356.99,3927.87,20
6388,2025-12-01,105,Beauty & Personal Care,17753.68,3364.34,20
6389,2025-12-01,105,Grocery & FMCG,22673.7,5246.26,20
6390,2025-12-01,105,Sports & Lifestyle,14269.08,2873.47,20
6391,2025-12-01,106,Electronics,48318.24,7971.53,43
6392,2025-12-01,106,Home & Kitchen,48855.23,11649.88,29
6393,2025-12-01,106,Fashion,59041.54,11067.96,54
6394,2025-12-01,106,Beauty & Personal Care,49335.33,13153.15,39
6395,2025-12-01,106,Grocery & FMCG,54395.28,8453.89,43
6396,2025-12-01,106,Sports & Lifestyle,27928.36,5149.9,20
6397,2025-12-01,107,Electronics,61727.86,9255.94,71
6398,2025-12-01,107,Home & Kitchen,58860.2,13928.45,47
6399,2025-12-01,107,Fashion,67297.92,9450.69,59
6400,2025-12-01,107,Beauty & Personal Care,52623.84,11127.9,26
6401,2025-12-01,107,Grocery & FMCG,62532.87,11491.59,38
6402,2025-12-01,107,Sports & Lifestyle,36199.89,7235.69,38
6403,2025-12-01,108,Electronics,36129.56,6704.26,26
6404,2025-12-01,108,Home & Kitchen,32354.23,8052.43,32
6405,2025-12-01,108,Fashion,42126.96,7951.95,20
6406,2025-12-01,108,Beauty & Personal Care,36758.45,8950.71,25
6407,2025-12-01,108,Grocery & FMCG,37587.09,9620.14,20
6408,2025-12-01,108,Sports & Lifestyle,19773.04,2888.15,20
6409,2025-12-01,109,Electronics,38892.41,6219.5,21
6410,2025-12-01,109,Home & Kitchen,42780.87,8362.49,28
6411,2025-12-01,109,Fashion,48782.66,8767.97,22
6412,2025-12-01,109,Beauty & Personal Care,35871.92,7940.91,20
6413,2025-12-01,109,Grocery & FMCG,47803.5,13359.14,35
6414,2025-12-01,109,Sports & Lifestyle,22780.95,4191.16,25
6415,2025-12-01,110,Electronics,68995.15,17646.37,37
6416,2025-12-01,110,Home & Kitchen,58233.03,14371.57,30
6417,2025-12-01,110,Fashion,69626.84,16615.88,82
6418,2025-12-01,110,Beauty & Personal Care,53947.15,14199.22,34
6419,2025-12-01,110,Grocery & FMCG,59002.9,13404.36,24
6420,2025-12-01,110,Sports & Lifestyle,35181.69,7324.62,22
6421,2025-12-01,111,Electronics,62167.45,8812.22,74
6422,2025-12-01,111,Home & Kitchen,49129.87,8667.84,34
6423,2025-12-01,111,Fashion,70739.44,13684.53,45
6424,2025-12-01,111,Beauty & Personal Care,61176.83,9777.73,24
6425,2025-12-01,111,Grocery & FMCG,60640.04,12598.19,32
6426,2025-12-01,111,Sports & Lifestyle,36307.21,10229.0,23
6427,2025-12-01,112,Electronics,56359.72,14982.03,31
6428,2025-12-01,112,Home & Kitchen,52114.17,9416.05,28
6429,2025-12-01,112,Fashion,70139.38,15782.45,38
6430,2025-12-01,112,Beauty & Personal Care,58114.47,10593.14,35
6431,2025-12-01,112,Grocery & FMCG,65426.25,9737.74,43
6432,2025-12-01,112,Sports & Lifestyle,35812.29,6500.21,25
6433,2025-12-01,113,Electronics,57914.31,9274.71,36
6434,2025-12-01,113,Home & Kitchen,68158.3,19845.42,27
6435,2025-12-01,113,Fashion,73275.24,13152.86,51
6436,2025-12-01,113,Beauty & Personal Care,51431.72,12291.11,35
6437,2025-12-01,113,Grocery & FMCG,69345.78,15782.61,29
6438,2025-12-01,113,Sports & Lifestyle,32617.64,7345.13,25
6439,2025-12-01,114,Electronics,75252.81,22491.07,47
6440,2025-12-01,114,Home & Kitchen,73466.12,10410.66,36
6441,2025-12-01,114,Fashion,82363.76,14427.45,99
6442,2025-12-01,114,Beauty & Personal Care,66102.05,16923.84,59
6443,2025-12-01,114,Grocery & FMCG,59812.19,10249.42,30
6444,2025-12-01,114,Sports & Lifestyle,44967.02,7673.79,30
6445,2025-12-01,115,Electronics,28101.09,8005.81,27
6446,2025-12-01,115,Home & Kitchen,28370.99,7159.7,20
6447,2025-12-01,115,Fashion,28763.97,5791.57,20
6448,2025-12-01,115,Beauty & Personal Care,28057.78,5286.5,20
6449,2025-12-01,115,Grocery & FMCG,26629.05,3854.9,20
6450,2025-12-01,115,Sports & Lifestyle,17073.33,5080.3,20
6451,2025-12-01,116,Electronics,74804.11,18984.0,51
6452,2025-12-01,116,Home & Kitchen,68438.34,13737.4,28
6453,2025-12-01,116,Fashion,73739.21,10944.91,69
6454,2025-12-01,116,Beauty & Personal Care,64245.0,11285.61,47
6455,2025-12-01,116,Grocery & FMCG,56874.24,16178.94,30
6456,2025-12-01,116,Sports & Lifestyle,40180.93,7777.86,24
6457,2025-12-01,117,Electronics,59132.86,16457.56,25
6458,2025-12-01,117,Home & Kitchen,57483.39,11713.45,24
6459,2025-12-01,117,Fashion,73476.2,16717.01,51
6460,2025-12-01,117,Beauty & Personal Care,58902.21,13777.68,29
6461,2025-12-01,117,Grocery & FMCG,60426.27,13962.04,41
6462,2025-12-01,117,Sports & Lifestyle,39892.65,10350.38,23
6463,2025-12-01,118,Electronics,28081.62,7337.6,32
6464,2025-12-01,118,Home & Kitchen,25068.39,4802.23,20
6465,2025-12-01,118,Fashion,25838.56,3949.08,20
6466,2025-12-01,118,Beauty & Personal Care,24058.34,4673.1,20
6467,2025-12-01,118,Grocery & FMCG,23890.46,4478.85,20
6468,2025-12-01,118,Sports & Lifestyle,12254.79,2675.01,20
6469,2025-12-01,119,Electronics,45926.99,12332.17,29
6470,2025-12-01,119,Home & Kitchen,40338.3,11981.75,20
6471,2025-12-01,119,Fashion,41489.32,8294.39,20
6472,2025-12-01,119,Beauty & Personal Care,33827.22,7258.79,20
6473,2025-12-01,119,Grocery & FMCG,32327.48,8780.32,20
6474,2025-12-01,119,Sports & Lifestyle,20893.14,4172.2,24
6475,2025-12-01,120,Electronics,31904.56,9448.3,20
6476,2025-12-01,120,Home & Kitchen,32854.52,6905.92,24
6477,2025-12-01,120,Fashion,36286.43,5198.69,20
6478,2025-12-01,120,Beauty & Personal Care,31990.83,8272.19,20
6479,2025-12-01,120,Grocery & FMCG,28810.33,7920.79,28
6480,2025-12-01,120,Sports & Lifestyle,13341.71,3183.12,20
6481,2026-01-01,1,Electronics,64564.66,12024.76,47
6482,2026-01-01,1,Home & Kitchen,67619.15,10193.74,28
6483,2026-01-01,1,Fashion,63720.63,11936.13,45
6484,2026-01-01,1,Beauty & Personal Care,49390.46,6971.44,28
6485,2026-01-01,1,Grocery & FMCG,47761.23,11755.68,46
6486,2026-01-01,1,Sports & Lifestyle,29487.38,5819.2,20
6487,2026-01-01,2,Electronics,39597.81,10518.25,48
6488,2026-01-01,2,Home & Kitchen,45496.25,8854.24,22
6489,2026-01-01,2,Fashion,45063.08,10715.09,20
6490,2026-01-01,2,Beauty & Personal Care,37205.72,5882.46,33
6491,2026-01-01,2,Grocery & FMCG,37684.11,7232.3,43
6492,2026-01-01,2,Sports & Lifestyle,25721.08,5905.05,29
6493,2026-01-01,3,Electronics,59294.71,13823.68,25
6494,2026-01-01,3,Home & Kitchen,52711.88,15230.27,35
6495,2026-01-01,3,Fashion,79959.08,21029.66,63
6496,2026-01-01,3,Beauty & Personal Care,47316.99,7348.42,21
6497,2026-01-01,3,Grocery & FMCG,50234.31,11529.86,43
6498,2026-01-01,3,Sports & Lifestyle,27559.19,5799.86,20
6499,2026-01-01,4,Electronics,50231.03,10797.67,40
6500,2026-01-01,4,Home & Kitchen,56354.9,14455.75,25
6501,2026-01-01,4,Fashion,54204.14,13572.39,26
6502,2026-01-01,4,Beauty & Personal Care,48384.65,8584.12,31
6503,2026-01-01,4,Grocery & FMCG,43299.63,12403.12,53
6504,2026-01-01,4,Sports & Lifestyle,23916.59,5372.34,20
6505,2026-01-01,5,Electronics,48051.64,11801.07,36
6506,2026-01-01,5,Home & Kitchen,41543.54,12044.7,25
6507,2026-01-01,5,Fashion,54341.28,11571.11,52
6508,2026-01-01,5,Beauty & Personal Care,40984.29,8131.21,39
6509,2026-01-01,5,Grocery & FMCG,39552.86,8955.46,20
6510,2026-01-01,5,Sports & Lifestyle,27946.48,7671.51,20
6511,2026-01-01,6,Electronics,30818.02,6577.27,23
6512,2026-01-01,6,Home & Kitchen,31257.36,7825.63,23
6513,2026-01-01,6,Fashion,33441.35,7383.41,20
6514,2026-01-01,6,Beauty & Personal Care,25195.84,3580.26,25
6515,2026-01-01,6,Grocery & FMCG,31122.26,6488.75,20
6516,2026-01-01,6,Sports & Lifestyle,15836.17,2682.36,20
6517,2026-01-01,7,Electronics,41377.94,11835.98,20
6518,2026-01-01,7,Home & Kitchen,36937.17,5935.64,20
6519,2026-01-01,7,Fashion,45512.37,12695.18,36
6520,2026-01-01,7,Beauty & Personal Care,28083.62,7839.4,26
6521,2026-01-01,7,Grocery & FMCG,31334.36,6054.7,23
6522,2026-01-01,7,Sports & Lifestyle,18987.28,2912.78,20
6523,2026-01-01,8,Electronics,57784.19,14426.81,25
6524,2026-01-01,8,Home & Kitchen,47003.02,8807.01,33
6525,2026-01-01,8,Fashion,58968.14,9956.95,44
6526,2026-01-01,8,Beauty & Personal Care,59166.35,15346.79,25
6527,2026-01-01,8,Grocery & FMCG,46201.4,8180.23,21
6528,2026-01-01,8,Sports & Lifestyle,29052.66,5434.4,20
6529,2026-01-01,9,Electronics,56779.54,10093.93,37
6530,2026-01-01,9,Home & Kitchen,60949.49,16932.06,24
6531,2026-01-01,9,Fashion,52354.82,15126.11,25
6532,2026-01-01,9,Beauty & Personal Care,41074.67,10326.25,20
6533,2026-01-01,9,Grocery & FMCG,51473.35,10336.08,40
6534,2026-01-01,9,Sports & Lifestyle,35336.68,8660.65,20
6535,2026-01-01,10,Electronics,60169.06,14916.38,40
6536,2026-01-01,10,Home & Kitchen,53902.94,10374.96,26
6537,2026-01-01,10,Fashion,60307.97,16599.13,30
6538,2026-01-01,10,Beauty & Personal Care,46077.8,8490.45,29
6539,2026-01-01,10,Grocery & FMCG,50682.22,10476.54,28
6540,2026-01-01,10,Sports & Lifestyle,32366.32,7928.7,21
6541,2026-01-01,11,Electronics,36420.8,8580.04,37
6542,2026-01-01,11,Home & Kitchen,42973.8,8219.62,52
6543,2026-01-01,11,Fashion,49880.74,13972.18,30
6544,2026-01-01,11,Beauty & Personal Care,35362.79,5153.85,35
6545,2026-01-01,11,Grocery & FMCG,39421.04,11063.6,41
6546,2026-01-01,11,Sports & Lifestyle,20242.92,4038.6,20
6547,2026-01-01,12,Electronics,47355.14,7627.2,20
6548,2026-01-01,12,Home & Kitchen,50830.29,9284.1,26
6549,2026-01-01,12,Fashion,46062.01,12560.09,53
6550,2026-01-01,12,Beauty & Personal Care,33560.92,8168.2,20
6551,2026-01-01,12,Grocery & FMCG,44783.12,11611.88,45
6552,2026-01-01,12,Sports & Lifestyle,23937.48,5646.29,21
6553,2026-01-01,13,Electronics,40077.2,6911.97,35
6554,2026-01-01,13,Home & Kitchen,43046.17,7741.68,29
6555,2026-01-01,13,Fashion,46649.72,8894.15,21
6556,2026-01-01,13,Beauty & Personal Care,42561.27,10560.31,22
6557,2026-01-01,13,Grocery & FMCG,37265.91,7709.74,37
6558,2026-01-01,13,Sports & Lifestyle,21995.71,4774.37,20
6559,2026-01-01,14,Electronics,51066.81,7718.29,52
6560,2026-01-01,14,Home & Kitchen,60399.42,11768.36,33
6561,2026-01-01,14,Fashion,57151.12,10729.1,45
6562,2026-01-01,14,Beauty & Personal Care,44335.22,12906.96,24
6563,2026-01-01,14,Grocery & FMCG,48643.59,12258.07,31
6564,2026-01-01,14,Sports & Lifestyle,28624.88,6894.41,30
6565,2026-01-01,15,Electronics,54436.2,14087.49,21
6566,2026-01-01,15,Home & Kitchen,44711.24,7732.29,35
6567,2026-01-01,15,Fashion,48522.35,14138.68,41
6568,2026-01-01,15,Beauty & Personal Care,41844.97,11433.55,20
6569,2026-01-01,15,Grocery & FMCG,44527.18,12240.05,54
6570,2026-01-01,15,Sports & Lifestyle,26288.2,4268.77,20
6571,2026-01-01,16,Electronics,48089.77,12210.1,28
6572,2026-01-01,16,Home & Kitchen,56368.86,11058.79,51
6573,2026-01-01,16,Fashion,52108.26,12706.97,25
6574,2026-01-01,16,Beauty & Personal Care,40307.43,11833.84,20
6575,2026-01-01,16,Grocery & FMCG,38007.59,8885.62,29
6576,2026-01-01,16,Sports & Lifestyle,33383.49,4832.07,28
6577,2026-01-01,17,Electronics,49785.35,11125.81,22
6578,2026-01-01,17,Home & Kitchen,61737.66,14100.0,37
6579,2026-01-01,17,Fashion,61900.72,15153.58,52
6580,2026-01-01,17,Beauty & Personal Care,48105.49,12656.62,24
6581,2026-01-01,17,Grocery & FMCG,50720.44,11815.49,41
6582,2026-01-01,17,Sports & Lifestyle,28146.43,6704.51,20
6583,2026-01-01,18,Electronics,27752.64,5755.59,27
6584,2026-01-01,18,Home & Kitchen,21707.24,4228.13,21
6585,2026-01-01,18,Fashion,21645.84,4195.49,20
6586,2026-01-01,18,Beauty & Personal Care,23133.73,4417.53,20
6587,2026-01-01,18,Grocery & FMCG,23585.33,5054.77,20
6588,2026-01-01,18,Sports & Lifestyle,14137.79,2348.15,20
6589,2026-01-01,19,Electronics,39502.62,8108.11,48
6590,2026-01-01,19,Home & Kitchen,36608.58,7940.07,20
6591,2026-01-01,19,Fashion,49355.86,11004.04,20
6592,2026-01-01,19,Beauty & Personal Care,29003.29,6543.34,20
6593,2026-01-01,19,Grocery & FMCG,29238.85,7523.46,20
6594,2026-01-01,19,Sports & Lifestyle,16832.83,3663.79,20
6595,2026-01-01,20,Electronics,44816.87,8990.65,23
6596,2026-01-01,20,Home & Kitchen,37995.9,6095.59,31
6597,2026-01-01,20,Fashion,40963.62,7960.52,25
6598,2026-01-01,20,Beauty & Personal Care,37958.49,11314.99,23
6599,2026-01-01,20,Grocery & FMCG,35439.75,7614.43,20
6600,2026-01-01,20,Sports & Lifestyle,21024.4,6262.83,20
6601,2026-01-01,21,Electronics,67538.01,11739.44,31
6602,2026-01-01,21,Home & Kitchen,65609.33,16082.06,27
6603,2026-01-01,21,Fashion,52829.86,14921.72,22
6604,2026-01-01,21,Beauty & Personal Care,42708.7,12768.7,21
6605,2026-01-01,21,Grocery & FMCG,49135.12,8485.86,58
6606,2026-01-01,21,Sports & Lifestyle,35632.98,9630.49,20
6607,2026-01-01,22,Electronics,63891.61,9555.22,51
6608,2026-01-01,22,Home & Kitchen,65904.38,15310.21,48
6609,2026-01-01,22,Fashion,79299.51,12863.87,32
6610,2026-01-01,22,Beauty & Personal Care,53397.02,11514.69,34
6611,2026-01-01,22,Grocery & FMCG,53265.44,12526.01,28
6612,2026-01-01,22,Sports & Lifestyle,33980.65,7187.84,42
6613,2026-01-01,23,Electronics,48478.68,8204.05,22
6614,2026-01-01,23,Home & Kitchen,44654.41,8087.42,24
6615,2026-01-01,23,Fashion,54824.41,15175.26,28
6616,2026-01-01,23,Beauty & Personal Care,40059.57,8561.43,23
6617,2026-01-01,23,Grocery & FMCG,48637.63,11329.56,26
6618,2026-01-01,23,Sports & Lifestyle,25693.01,6630.59,20
6619,2026-01-01,24,Electronics,54621.83,7791.32,38
6620,2026-01-01,24,Home & Kitchen,45907.06,6582.99,21
6621,2026-01-01,24,Fashion,62033.61,15238.49,72
6622,2026-01-01,24,Beauty & Personal Care,44599.88,9780.37,40
6623,2026-01-01,24,Grocery & FMCG,40387.82,7651.25,38
6624,2026-01-01,24,Sports & Lifestyle,27584.09,5274.81,20
6625,2026-01-01,25,Electronics,56377.02,16847.47,40
6626,2026-01-01,25,Home & Kitchen,51838.45,10452.91,28
6627,2026-01-01,25,Fashion,65602.07,13534.05,26
6628,2026-01-01,25,Beauty & Personal Care,42515.3,9583.68,25
6629,2026-01-01,25,Grocery & FMCG,49191.72,11670.36,20
6630,2026-01-01,25,Sports & Lifestyle,25185.34,5478.96,20
6631,2026-01-01,26,Electronics,44668.84,7014.01,21
6632,2026-01-01,26,Home & Kitchen,34871.44,7111.54,20
6633,2026-01-01,26,Fashion,46190.27,11128.28,21
6634,2026-01-01,26,Beauty & Personal Care,31578.06,8024.93,20
6635,2026-01-01,26,Grocery & FMCG,28271.17,8294.26,21
6636,2026-01-01,26,Sports & Lifestyle,21936.6,3931.52,24
6637,2026-01-01,27,Electronics,49625.32,14754.8,32
6638,2026-01-01,27,Home & Kitchen,44636.38,9831.69,28
6639,2026-01-01,27,Fashion,50835.75,9832.09,25
6640,2026-01-01,27,Beauty & Personal Care,39111.99,7255.33,20
6641,2026-01-01,27,Grocery & FMCG,37758.38,8342.16,20
6642,2026-01-01,27,Sports & Lifestyle,24270.8,7274.86,20
6643,2026-01-01,28,Electronics,55917.83,14912.25,46
6644,2026-01-01,28,Home & Kitchen,51386.2,15265.12,28
6645,2026-01-01,28,Fashion,74023.37,13680.77,35
6646,2026-01-01,28,Beauty & Personal Care,45895.48,11691.18,33
6647,2026-01-01,28,Grocery & FMCG,50039.61,10099.36,46
6648,2026-01-01,28,Sports & Lifestyle,23074.18,4857.2,20
6649,2026-01-01,29,Electronics,63961.45,9184.59,41
6650,2026-01-01,29,Home & Kitchen,70596.75,14817.61,62
6651,2026-01-01,29,Fashion,55775.31,16310.54,35
6652,2026-01-01,29,Beauty & Personal Care,44154.35,7873.46,27
6653,2026-01-01,29,Grocery & FMCG,52459.65,9613.96,31
6654,2026-01-01,29,Sports & Lifestyle,31907.29,6421.53,20
6655,2026-01-01,30,Electronics,52490.8,13234.77,39
6656,2026-01-01,30,Home & Kitchen,49354.25,13468.61,24
6657,2026-01-01,30,Fashion,60174.97,8746.82,41
6658,2026-01-01,30,Beauty & Personal Care,34760.49,6929.89,20
6659,2026-01-01,30,Grocery & FMCG,38321.14,5897.95,24
6660,2026-01-01,30,Sports & Lifestyle,28896.19,4473.86,20
6661,2026-01-01,31,Electronics,33838.34,8825.9,28
6662,2026-01-01,31,Home & Kitchen,24410.55,6585.87,20
6663,2026-01-01,31,Fashion,33777.42,8767.92,20
6664,2026-01-01,31,Beauty & Personal Care,30333.13,7708.27,20
6665,2026-01-01,31,Grocery & FMCG,24500.36,4799.38,20
6666,2026-01-01,31,Sports & Lifestyle,17174.79,3583.85,20
6667,2026-01-01,32,Electronics,38493.51,6428.78,20
6668,2026-01-01,32,Home & Kitchen,38360.75,6909.97,26
6669,2026-01-01,32,Fashion,46123.02,11061.12,20
6670,2026-01-01,32,Beauty & Personal Care,28520.22,8508.7,20
6671,2026-01-01,32,Grocery & FMCG,37345.92,8100.89,20
6672,2026-01-01,32,Sports & Lifestyle,19858.85,5095.39,20
6673,2026-01-01,33,Electronics,57626.44,17118.36,35
6674,2026-01-01,33,Home & Kitchen,56749.84,9149.55,28
6675,2026-01-01,33,Fashion,62712.34,16921.39,31
6676,2026-01-01,33,Beauty & Personal Care,38027.11,8133.44,24
6677,2026-01-01,33,Grocery & FMCG,50753.97,14835.95,20
6678,2026-01-01,33,Sports & Lifestyle,25934.62,7112.09,21
6679,2026-01-01,34,Electronics,35703.07,10680.33,27
6680,2026-01-01,34,Home & Kitchen,32452.45,8182.61,36
6681,2026-01-01,34,Fashion,32617.91,6072.37,29
6682,2026-01-01,34,Beauty & Personal Care,26358.16,6562.25,20
6683,2026-01-01,34,Grocery & FMCG,32637.49,8949.45,35
6684,2026-01-01,34,Sports & Lifestyle,14070.93,2277.65,20
6685,2026-01-01,35,Electronics,57130.02,16241.52,38
6686,2026-01-01,35,Home & Kitchen,60924.89,15885.54,60
6687,2026-01-01,35,Fashion,65261.04,9694.78,26
6688,2026-01-01,35,Beauty & Personal Care,45838.17,10612.35,39
6689,2026-01-01,35,Grocery & FMCG,51457.61,9257.99,23
6690,2026-01-01,35,Sports & Lifestyle,27040.57,5430.0,20
6691,2026-01-01,36,Electronics,31116.52,8850.77,20
6692,2026-01-01,36,Home & Kitchen,34055.97,6489.18,29
6693,2026-01-01,36,Fashion,29953.02,8487.12,25
6694,2026-01-01,36,Beauty & Personal Care,23295.64,5116.9,26
6695,2026-01-01,36,Grocery & FMCG,23403.0,5912.87,20
6696,2026-01-01,36,Sports & Lifestyle,18055.35,3049.8,20
6697,2026-01-01,37,Electronics,49504.12,13338.93,24
6698,2026-01-01,37,Home & Kitchen,47738.42,8703.75,20
6699,2026-01-01,37,Fashion,55731.99,11798.03,33
6700,2026-01-01,37,Beauty & Personal Care,42433.63,8332.17,48
6701,2026-01-01,37,Grocery & FMCG,50890.97,8781.44,30
6702,2026-01-01,37,Sports & Lifestyle,27167.46,4784.83,20
6703,2026-01-01,38,Electronics,61179.69,11011.94,74
6704,2026-01-01,38,Home & Kitchen,56748.79,13998.98,26
6705,2026-01-01,38,Fashion,55283.52,15856.2,39
6706,2026-01-01,38,Beauty & Personal Care,45480.14,12005.25,21
6707,2026-01-01,38,Grocery & FMCG,47031.73,8546.05,31
6708,2026-01-01,38,Sports & Lifestyle,29891.02,5935.17,29
6709,2026-01-01,39,Electronics,64776.58,12807.51,30
6710,2026-01-01,39,Home & Kitchen,57959.55,17197.11,33
6711,2026-01-01,39,Fashion,62608.56,16447.77,45
6712,2026-01-01,39,Beauty & Personal Care,49409.6,10326.99,33
6713,2026-01-01,39,Grocery & FMCG,54990.87,9492.04,47
6714,2026-01-01,39,Sports & Lifestyle,29333.5,5237.8,20
6715,2026-01-01,40,Electronics,52923.92,12505.97,34
6716,2026-01-01,40,Home & Kitchen,40792.13,9030.29,20
6717,2026-01-01,40,Fashion,52395.03,12057.4,35
6718,2026-01-01,40,Beauty & Personal Care,37726.03,5696.93,20
6719,2026-01-01,40,Grocery & FMCG,48292.97,12251.11,30
6720,2026-01-01,40,Sports & Lifestyle,20649.77,5105.23,20
6721,2026-01-01,41,Electronics,29895.12,4278.22,27
6722,2026-01-01,41,Home & Kitchen,29957.43,7340.67,20
6723,2026-01-01,41,Fashion,36799.66,7385.09,20
6724,2026-01-01,41,Beauty & Personal Care,26373.04,5062.82,22
6725,2026-01-01,41,Grocery & FMCG,30704.43,7836.63,23
6726,2026-01-01,41,Sports & Lifestyle,17651.42,4103.98,20
6727,2026-01-01,42,Electronics,50034.89,9556.39,22
6728,2026-01-01,42,Home & Kitchen,53657.77,9981.8,37
6729,2026-01-01,42,Fashion,62598.13,18728.82,47
6730,2026-01-01,42,Beauty & Personal Care,43070.29,6787.89,32
6731,2026-01-01,42,Grocery & FMCG,49190.9,8465.74,21
6732,2026-01-01,42,Sports & Lifestyle,30980.36,5623.15,20
6733,2026-01-01,43,Electronics,51373.02,9240.41,25
6734,2026-01-01,43,Home & Kitchen,52863.85,8463.53,26
6735,2026-01-01,43,Fashion,59028.35,13989.31,59
6736,2026-01-01,43,Beauty & Personal Care,44962.89,8549.84,38
6737,2026-01-01,43,Grocery & FMCG,45308.92,7123.01,51
6738,2026-01-01,43,Sports & Lifestyle,23585.23,5085.88,20
6739,2026-01-01,44,Electronics,57786.81,11008.61,62
6740,2026-01-01,44,Home & Kitchen,65945.65,17906.37,37
6741,2026-01-01,44,Fashion,65553.51,11344.48,36
6742,2026-01-01,44,Beauty & Personal Care,62239.32,13249.74,58
6743,2026-01-01,44,Grocery & FMCG,60011.63,11090.91,34
6744,2026-01-01,44,Sports & Lifestyle,27273.49,7191.24,20
6745,2026-01-01,45,Electronics,30951.25,5542.73,32
6746,2026-01-01,45,Home & Kitchen,41577.72,8098.26,22
6747,2026-01-01,45,Fashion,39589.77,6761.66,49
6748,2026-01-01,45,Beauty & Personal Care,36627.63,6724.56,20
6749,2026-01-01,45,Grocery & FMCG,35570.16,8516.17,20
6750,2026-01-01,45,Sports & Lifestyle,21110.13,3236.48,23
6751,2026-01-01,46,Electronics,59798.79,14807.08,66
6752,2026-01-01,46,Home & Kitchen,54180.43,15024.48,32
6753,2026-01-01,46,Fashion,51977.65,11454.58,51
6754,2026-01-01,46,Beauty & Personal Care,60696.18,15073.62,53
6755,2026-01-01,46,Grocery & FMCG,50421.41,12517.4,28
6756,2026-01-01,46,Sports & Lifestyle,33654.58,9648.05,27
6757,2026-01-01,47,Electronics,76456.09,20291.89,33
6758,2026-01-01,47,Home & Kitchen,51164.66,11526.88,31
6759,2026-01-01,47,Fashion,65352.65,10058.24,59
6760,2026-01-01,47,Beauty & Personal Care,48858.73,9208.24,33
6761,2026-01-01,47,Grocery & FMCG,63445.63,14871.91,35
6762,2026-01-01,47,Sports & Lifestyle,27136.03,4386.89,20
6763,2026-01-01,48,Electronics,72975.37,14160.92,36
6764,2026-01-01,48,Home & Kitchen,48202.23,8492.88,21
6765,2026-01-01,48,Fashion,66335.55,13852.42,66
6766,2026-01-01,48,Beauty & Personal Care,60400.45,11828.64,32
6767,2026-01-01,48,Grocery & FMCG,58083.0,12523.78,56
6768,2026-01-01,48,Sports & Lifestyle,34622.7,5117.26,21
6769,2026-01-01,49,Electronics,58033.54,16912.62,26
6770,2026-01-01,49,Home & Kitchen,48988.94,11021.4,20
6771,2026-01-01,49,Fashion,59918.6,11785.85,32
6772,2026-01-01,49,Beauty & Personal Care,53206.31,15485.66,28
6773,2026-01-01,49,Grocery & FMCG,60582.61,13512.8,40
6774,2026-01-01,49,Sports & Lifestyle,32944.35,9804.7,22
6775,2026-01-01,50,Electronics,32309.65,8536.58,38
6776,2026-01-01,50,Home & Kitchen,32982.67,5199.23,39
6777,2026-01-01,50,Fashion,37060.74,8584.7,37
6778,2026-01-01,50,Beauty & Personal Care,26798.93,4142.09,20
6779,2026-01-01,50,Grocery & FMCG,30937.92,8309.28,20
6780,2026-01-01,50,Sports & Lifestyle,18346.77,4913.2,20
6781,2026-01-01,51,Electronics,65766.94,15508.6,33
6782,2026-01-01,51,Home & Kitchen,55896.42,10572.53,53
6783,2026-01-01,51,Fashion,69403.18,11254.04,40
6784,2026-01-01,51,Beauty & Personal Care,58209.39,16617.63,34
6785,2026-01-01,51,Grocery & FMCG,58501.84,14757.6,59
6786,2026-01-01,51,Sports & Lifestyle,36463.85,6038.24,35
6787,2026-01-01,52,Electronics,50306.59,8094.51,20
6788,2026-01-01,52,Home & Kitchen,55409.31,13381.78,27
6789,2026-01-01,52,Fashion,72511.95,15499.25,52
6790,2026-01-01,52,Beauty & Personal Care,57340.39,15426.66,27
6791,2026-01-01,52,Grocery & FMCG,57239.39,11753.32,69
6792,2026-01-01,52,Sports & Lifestyle,27503.89,6395.47,23
6793,2026-01-01,53,Electronics,46153.54,13732.0,23
6794,2026-01-01,53,Home & Kitchen,47102.17,7127.35,40
